TIME,GEO,S_ADJ,AGE,UNIT,SEX,Value,Flag and Footnotes
2020M05,Turkey,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M05,Turkey,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M05,Turkey,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M05,Turkey,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M05,United States,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"20,514",
2020M05,United States,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,13,
2020M05,United States,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"20,995",
2020M05,United States,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,13.3,
2020M05,Japan,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"1,980",
2020M05,Japan,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,2.9,
2020M05,Japan,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"1,970",
2020M05,Japan,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,2.9,
2020M06,European Union - 27 countries (from 2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M06,European Union - 27 countries (from 2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M06,European Union - 27 countries (from 2020),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M06,European Union - 27 countries (from 2020),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M06,European Union - 28 countries (2013-2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M06,European Union - 28 countries (2013-2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M06,European Union - 28 countries (2013-2020),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M06,European Union - 28 countries (2013-2020),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M06,European Union - 27 countries (2007-2013),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M06,European Union - 27 countries (2007-2013),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M06,European Union - 27 countries (2007-2013),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M06,European Union - 27 countries (2007-2013),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M06,European Union - 25 countries (2004-2006),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M06,European Union - 25 countries (2004-2006),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M06,European Union - 25 countries (2004-2006),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M06,European Union - 25 countries (2004-2006),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M06,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M06,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M06,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M06,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M06,Euro area - 19 countries  (from 2015),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M06,Euro area - 19 countries  (from 2015),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M06,Euro area - 19 countries  (from 2015),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M06,Euro area - 19 countries  (from 2015),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M06,Euro area - 18 countries (2014),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M06,Euro area - 18 countries (2014),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M06,Euro area - 18 countries (2014),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M06,Euro area - 18 countries (2014),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M06,Belgium,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M06,Belgium,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M06,Belgium,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M06,Belgium,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M06,Bulgaria,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M06,Bulgaria,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M06,Bulgaria,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M06,Bulgaria,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M06,Czechia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M06,Czechia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M06,Czechia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M06,Czechia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M06,Denmark,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M06,Denmark,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M06,Denmark,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M06,Denmark,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M06,Germany (until 1990 former territory of the FRG),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M06,Germany (until 1990 former territory of the FRG),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M06,Germany (until 1990 former territory of the FRG),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M06,Germany (until 1990 former territory of the FRG),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M06,Estonia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M06,Estonia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M06,Estonia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M06,Estonia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M06,Ireland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,144,
2020M06,Ireland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,5.8,
2020M06,Ireland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,131,
2020M06,Ireland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,5.3,
2020M06,Greece,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M06,Greece,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M06,Greece,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M06,Greece,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M06,Spain,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M06,Spain,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M06,Spain,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M06,Spain,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M06,France,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M06,France,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M06,France,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M06,France,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M06,Croatia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M06,Croatia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M06,Croatia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M06,Croatia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M06,Italy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M06,Italy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M06,Italy,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M06,Italy,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M06,Cyprus,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M06,Cyprus,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M06,Cyprus,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M06,Cyprus,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M06,Latvia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M06,Latvia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M06,Latvia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M06,Latvia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M06,Lithuania,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
