TIME,GEO,S_ADJ,AGE,UNIT,SEX,Value,Flag and Footnotes
2020M04,Italy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6.1,
2020M04,Italy,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"1,626",
2020M04,Italy,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.6,
2020M04,Cyprus,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,37,
2020M04,Cyprus,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,8.1,
2020M04,Cyprus,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,41,
2020M04,Cyprus,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,8.9,
2020M04,Latvia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,89,
2020M04,Latvia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,9.2,
2020M04,Latvia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,88,
2020M04,Latvia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,9,
2020M04,Lithuania,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,140,
2020M04,Lithuania,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,9.4,
2020M04,Lithuania,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,128,
2020M04,Lithuania,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,8.6,
2020M04,Luxembourg,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,23,
2020M04,Luxembourg,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.3,
2020M04,Luxembourg,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,23,
2020M04,Luxembourg,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,7.5,
2020M04,Hungary,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,190,
2020M04,Hungary,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.1,
2020M04,Hungary,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,191,
2020M04,Hungary,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.1,
2020M04,Malta,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,11,
2020M04,Malta,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.1,
2020M04,Malta,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,11,
2020M04,Malta,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.1,
2020M04,Netherlands,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,326,
2020M04,Netherlands,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.6,
2020M04,Netherlands,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,314,
2020M04,Netherlands,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.4,
2020M04,Austria,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,228,
2020M04,Austria,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,5.2,
2020M04,Austria,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,232,
2020M04,Austria,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,5.2,
2020M04,Poland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,489,
2020M04,Poland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,2.9,
2020M04,Poland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,496,
2020M04,Poland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,2.9,
2020M04,Portugal,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,319,
2020M04,Portugal,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6.3,
2020M04,Portugal,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,319,
2020M04,Portugal,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.3,
2020M04,Romania,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,469,
2020M04,Romania,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,5.2,
2020M04,Romania,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,432,
2020M04,Romania,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.8,
2020M04,Slovenia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,48,
2020M04,Slovenia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.6,
2020M04,Slovenia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,49,
2020M04,Slovenia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.8,
2020M04,Slovakia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,171,
2020M04,Slovakia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6.3,
2020M04,Slovakia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,176,
2020M04,Slovakia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.4,
2020M04,Finland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,217,
2020M04,Finland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,8.1,
2020M04,Finland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,191,
2020M04,Finland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.9,
2020M04,Sweden,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,449,
2020M04,Sweden,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,8.2,
2020M04,Sweden,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,435,
2020M04,Sweden,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,7.9,
2020M04,United Kingdom,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M04,United Kingdom,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M04,United Kingdom,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M04,United Kingdom,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M04,Iceland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,14,
2020M04,Iceland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7,
2020M04,Iceland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,8,
2020M04,Iceland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.9,
2020M04,Norway,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,115,
2020M04,Norway,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.1,
2020M04,Norway,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,118,
2020M04,Norway,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.1,
2020M04,Switzerland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M04,Switzerland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M04,Switzerland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M04,Switzerland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M04,Turkey,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M04,Turkey,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M04,Turkey,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M04,Turkey,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M04,United States,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"22,504",
2020M04,United States,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,14.4,
2020M04,United States,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"23,102",
2020M04,United States,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,14.7,
2020M04,Japan,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"1,890",
2020M04,Japan,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,2.8,
2020M04,Japan,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"1,790",
2020M04,Japan,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,2.6,
2020M05,European Union - 27 countries (from 2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"14,482",
2020M05,European Union - 27 countries (from 2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6.8,
2020M05,European Union - 27 countries (from 2020),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"14,365",
2020M05,European Union - 27 countries (from 2020),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.7,
2020M05,European Union - 28 countries (2013-2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M05,European Union - 28 countries (2013-2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M05,European Union - 28 countries (2013-2020),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M05,European Union - 28 countries (2013-2020),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M05,European Union - 27 countries (2007-2013),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M05,European Union - 27 countries (2007-2013),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M05,European Union - 27 countries (2007-2013),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M05,European Union - 27 countries (2007-2013),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M05,European Union - 25 countries (2004-2006),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M05,European Union - 25 countries (2004-2006),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M05,European Union - 25 countries (2004-2006),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M05,European Union - 25 countries (2004-2006),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M05,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"12,254",
2020M05,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.5,
2020M05,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"12,144",
2020M05,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,7.4,
2020M05,Euro area - 19 countries  (from 2015),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"12,254",
2020M05,Euro area - 19 countries  (from 2015),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.5,
2020M05,Euro area - 19 countries  (from 2015),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"12,144",
2020M05,Euro area - 19 countries  (from 2015),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,7.4,
2020M05,Euro area - 18 countries (2014),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"12,102",
2020M05,Euro area - 18 countries (2014),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.5,
2020M05,Euro area - 18 countries (2014),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"12,006",
2020M05,Euro area - 18 countries (2014),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,7.4,
2020M05,Belgium,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,267,
2020M05,Belgium,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,5.3,
2020M05,Belgium,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,277,
2020M05,Belgium,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,5.4,
2020M05,Bulgaria,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,156,
2020M05,Bulgaria,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.6,
2020M05,Bulgaria,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,154,
2020M05,Bulgaria,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.6,
2020M05,Czechia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,131,
2020M05,Czechia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,2.5,
2020M05,Czechia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,127,
2020M05,Czechia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,2.4,
2020M05,Denmark,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,143,
2020M05,Denmark,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.8,
2020M05,Denmark,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,150,
2020M05,Denmark,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,5,
2020M05,Germany (until 1990 former territory of the FRG),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"1,930",e
2020M05,Germany (until 1990 former territory of the FRG),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.4,e
2020M05,Germany (until 1990 former territory of the FRG),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"1,731",e
2020M05,Germany (until 1990 former territory of the FRG),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.9,e
2020M05,Estonia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M05,Estonia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M05,Estonia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M05,Estonia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M05,Ireland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,145,
2020M05,Ireland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,5.8,
2020M05,Ireland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,138,
2020M05,Ireland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,5.6,
2020M05,Greece,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M05,Greece,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M05,Greece,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M05,Greece,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M05,Spain,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"3,345",
2020M05,Spain,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,14.3,
2020M05,Spain,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"3,374",
2020M05,Spain,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,14.5,
2020M05,France,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"2,301",
2020M05,France,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.7,
2020M05,France,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"2,415",
2020M05,France,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,8.1,
2020M05,Croatia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,146,
2020M05,Croatia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,8.1,
2020M05,Croatia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,164,
2020M05,Croatia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,8.9,
2020M05,Italy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"1,905",
2020M05,Italy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.7,
2020M05,Italy,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"1,933",
2020M05,Italy,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,7.8,
2020M05,Cyprus,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,39,
2020M05,Cyprus,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,8.5,
2020M05,Cyprus,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,47,
2020M05,Cyprus,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,10.2,
2020M05,Latvia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,94,
2020M05,Latvia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,9.6,
2020M05,Latvia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,95,
2020M05,Latvia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,9.8,
2020M05,Lithuania,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,152,
2020M05,Lithuania,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,10.1,
2020M05,Lithuania,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,138,
2020M05,Lithuania,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,9.3,
2020M05,Luxembourg,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,23,
2020M05,Luxembourg,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.3,
2020M05,Luxembourg,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,24,
2020M05,Luxembourg,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,7.7,
2020M05,Hungary,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M05,Hungary,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M05,Hungary,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M05,Hungary,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M05,Malta,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,12,
2020M05,Malta,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.3,
2020M05,Malta,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,11,
2020M05,Malta,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.2,
2020M05,Netherlands,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,329,
2020M05,Netherlands,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.6,
2020M05,Netherlands,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,330,
2020M05,Netherlands,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.6,
2020M05,Austria,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,265,
2020M05,Austria,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6,
2020M05,Austria,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,243,
2020M05,Austria,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,5.4,
2020M05,Poland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,487,
2020M05,Poland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,2.8,
2020M05,Poland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,505,
2020M05,Poland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3,
2020M05,Portugal,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,258,
2020M05,Portugal,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,5.2,
2020M05,Portugal,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,268,
2020M05,Portugal,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,5.5,
2020M05,Romania,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,485,
2020M05,Romania,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,5.4,
2020M05,Romania,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,463,
2020M05,Romania,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,5.2,
2020M05,Slovenia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,47,
2020M05,Slovenia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.5,
2020M05,Slovenia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,49,
2020M05,Slovenia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.8,
2020M05,Slovakia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,177,
2020M05,Slovakia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6.4,
2020M05,Slovakia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,180,
2020M05,Slovakia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.5,
2020M05,Finland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,295,
2020M05,Finland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,10.6,
2020M05,Finland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,194,
2020M05,Finland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,7,
2020M05,Sweden,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,496,
2020M05,Sweden,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,9,
2020M05,Sweden,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,467,
2020M05,Sweden,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,8.5,
2020M05,United Kingdom,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M05,United Kingdom,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M05,United Kingdom,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M05,United Kingdom,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M05,Iceland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,21,
2020M05,Iceland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,9.9,
2020M05,Iceland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,9,
2020M05,Iceland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.5,
2020M05,Norway,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M05,Norway,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M05,Norway,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M05,Norway,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M05,Switzerland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M05,Switzerland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M05,Switzerland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M05,Switzerland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
